id,y_2013,y_2020,y_2021,y_2022,y_2023
388,7.8878,9.13,10.81,8.721440449000001,8.41
389,27.3386,28.63,33.28,25.15493241,24.73
390,5.6299,7.25,7.04,7.0052051010000005,8.19
391,11.3855,13.26,16.24,15.009672459999999,14.4
392,46.7117,46.21,52.39,41.382997880000005,41.64
393,26.8923,22.13,27.07,25.5009597,22.76
394,8.7208,9.51,10.3,11.004619459999999,9.82
395,,,,,
396,,,,,
397,,,,,
398,,,,,
399,,,,,
400,0.6727,0.73,0.73,0.7819310615,0.67
401,,,,,
402,,,,,
403,,,,,
404,,,,,
405,,,,,
406,,,,,
407,,,,,
408,,,,,
409,,,,,
410,,,,,
411,,,,,
412,,,,,
413,,,,,
416,,,,,
417,,,,,
418,,,,,
419,,,,,
420,,,,,
421,,,,,
422,,,,,
423,,,,,
424,,,,,
425,,,,,
426,,,,,
428,,,,,
430,,,,,
431,,,,,
432,,,,,
433,,,,,
434,,,,,
435,,,,,
436,,,,,
437,,,,,
438,,,,,
442,,,,,
443,,,,,
444,,,,,
445,,,,,
446,,,,,
447,,,,,
448,,,,,
449,,,,,
450,,,,,
451,,,,,
452,,,,,
453,,,,,
454,,,,,
455,,,,,
456,,,,,
457,,,,,
458,,,,,
459,,,,,
460,,,,,
462,,,,,
463,,,,,
464,,,,,
465,,,,,
466,,,,,
467,,,,,
468,,,,,
469,,,,,
470,,,,,
471,,,,,
472,,,,,
473,,,,,
474,,,,,
475,,,,,
476,6.4125000000000005,5.529999999999999,7.58,5.012729128,4.61
